mu1,mu2,gap,kappa,mean_income_no_storage,mean_income_with_storage,mean_gain_income,mean_gain_pct,mean_gain_CE,share_storing,mean_s,N,R,store_threshold
0.5,0.5,0.0,0.8,0.6783134503763206,0.6783105215937394,-2.9287825813184565e-06,-4.317742158421425e-06,-2.513097457228497e-06,0.00012,2.398820798227908e-05,100,500,0.01
0.5,0.5,0.0,0.85,0.6783134503763206,0.6785133866881159,0.00019993631179550996,0.00029475504530286525,0.0002873884025179163,0.04696,0.013455491215526295,100,500,0.01
0.5,0.5,0.0,0.9,0.6783134503763206,0.6810044159764043,0.0026909656000837557,0.003967141737476784,0.003539850052632947,0.17188,0.09284760998359941,100,500,0.01
0.5,0.5,0.0,0.95,0.6783134503763206,0.6877691019304634,0.009455651554142777,0.013939944061087024,0.01086052734495673,0.32072,0.23210676607708636,100,500,0.01
0.55,0.55,0.0,0.8,0.6502051174061468,0.6502025602281123,-2.5571780347588555e-06,-3.932878973571037e-06,-2.1110235897248143e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.55,0.55,0.0,0.85,0.6502051174061468,0.6501603467354837,-4.4770670663175636e-05,-6.885622623474531e-05,-0.0002068246316958322,0.046,0.01900912292036883,100,500,0.01
0.55,0.55,0.0,0.9,0.6502051174061468,0.6525909109155548,0.0023857935094079587,0.0036692936513971135,0.0023054813994276002,0.19218,0.11580816515954594,100,500,0.01
0.55,0.55,0.0,0.95,0.6502051174061468,0.6611388382108426,0.010933720804695648,0.01681580244753618,0.012148414946983767,0.39716,0.27696458175502053,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.8,0.6319760135441062,0.6319735192802886,-2.4942638176306265e-06,-3.946769757350297e-06,-2.0762241357386023e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.85,0.6319760135441062,0.6324395832426042,0.00046356969849764784,0.0007335241980106598,0.0006493201659993897,0.02662,0.011225205935507231,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.9,0.6319760135441062,0.6349779482646931,0.0030019347205868505,0.004750076990655584,0.003523572851978145,0.13058,0.08575438993299493,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.95,0.6319760135441062,0.6417310961989483,0.009755082654841896,0.015435843205694143,0.010872716547118012,0.35958,0.2499964658408548,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.8,0.6115118522732874,0.6115093532145724,-2.4990587147410982e-06,-4.086688925892103e-06,-2.1768309140957064e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.85,0.6115118522732874,0.6113927212544287,-0.00011913101885870137,-0.00019481391638712895,-0.00022233715799621745,0.01532,0.0030525374007689555,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.9,0.6115118522732874,0.6118299606700887,0.0003181083968013232,0.0005201998875708446,-3.68775070897176e-05,0.13412,0.0676890617840488,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.95,0.6115118522732874,0.6170664485171689,0.005554596243881442,0.009083382804802915,0.005685829794347396,0.30348,0.22040071916965354,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.8,0.5917294711664384,0.5917271124743617,-2.3586920767981744e-06,-3.986098701733835e-06,-2.083773341445827e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.85,0.5917294711664384,0.5917103605924767,-1.911057396154714e-05,-3.229613344057952e-05,-2.7640022877368775e-05,0.00796,0.0006819669283337105,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.9,0.5917294711664384,0.5918940708223146,0.00016459965587625636,0.0002781670744766412,-5.9118213304443226e-05,0.116,0.05720614407209527,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.95,0.5917294711664384,0.5963122107255299,0.004582739559091427,0.007744653228188926,0.004634993521275482,0.39756,0.2622978259764389,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.8,0.576718296017624,0.5767159591250961,-2.3368925276479045e-06,-4.052052004905423e-06,-2.0480071906303634e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.85,0.576718296017624,0.5767165312436029,-1.7647740212778373e-06,-3.0600278046681692e-06,-1.4684685955013155e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.9,0.576718296017624,0.5770271512095307,0.00030885519190681387,0.0005355390908160819,0.0003603945255182517,0.0778,0.030833541888546007,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.95,0.576718296017624,0.5813533893619721,0.004635093344348274,0.00803701456386359,0.004435761612144544,0.33164,0.2503703211294447,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.8,0.562679252565408,0.5626769989213841,-2.253644023888501e-06,-4.00520192207109e-06,-1.9788103385709464e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.85,0.562679252565408,0.5626775587604173,-1.6938049907933017e-06,-3.0102495925836492e-06,-1.4121280959322747e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.9,0.562679252565408,0.5627100658792008,3.081331379283347e-05,5.4761773518914055e-05,3.3999180356774075e-05,0.0702,0.009791199031672098,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.95,0.562679252565408,0.5672325936346101,0.004553341069202046,0.008092249800279701,0.00465738814041638,0.385,0.25170376571545205,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.8,0.5419292403727524,0.5419271240996008,-2.1162731516621846e-06,-3.905072828701132e-06,-1.8886936295980928e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.85,0.5419292403727524,0.5419276666847918,-1.5736879606320643e-06,-2.903862429616713e-06,-1.341239261960503e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.9,0.5419292403727524,0.5419282092699823,-1.0311027701292996e-06,-1.9026520315054027e-06,-7.93784921268026e-07,0.0,1.9924439207461776e-05,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.95,0.5419292403727524,0.5449258043921568,0.0029965640194044617,0.005529437786633955,0.0021887941903833796,0.42474,0.27665455911815484,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.8,0.5341962137311768,0.5341940659146309,-2.1478165459454245e-06,-4.020651009372838e-06,-1.927524133618075e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.85,0.5341962137311768,0.5341945968985954,-1.6168325814458483e-06,-3.026664247860917e-06,-1.3920107723564002e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.9,0.5341962137311768,0.5341951278825605,-1.0858486160802983e-06,-2.032677484727918e-06,-8.564974418356908e-07,0.0,1.9924439207461776e-05,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.95,0.5341962137311768,0.5342635468795917,6.733314841486982e-05,0.0001260457238070725,-6.749740046923303e-05,0.42126,0.11374146575862061,100,500,0.01
