mu1,mu2,gap,contrast,share_always,share_never,mean_gain_income_always,N,R,store_threshold
0.5,0.5,0.0,0.80→0.85,0.00012,0.95304,0.005256910233133794,100,500,0.01
0.5,0.5,0.0,0.80→0.90,0.00012,0.82812,0.03773073851563474,100,500,0.01
0.5,0.5,0.0,0.80→0.95,0.00012,0.67928,0.07020456679813557,100,500,0.01
0.55,0.55,0.0,0.80→0.85,0.0,0.954,0.0,100,500,0.01
0.55,0.55,0.0,0.80→0.90,0.0,0.80782,0.0,100,500,0.01
0.55,0.55,0.0,0.80→0.95,0.0,0.60284,0.0,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.80→0.85,0.0,0.97338,0.0,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.80→0.90,0.0,0.86942,0.0,100,500,0.01
0.6000000000000001,0.6000000000000001,0.0,0.80→0.95,0.0,0.64042,0.0,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.80→0.85,0.0,0.98468,0.0,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.80→0.90,0.0,0.86588,0.0,100,500,0.01
0.6500000000000001,0.6500000000000001,0.0,0.80→0.95,0.0,0.69652,0.0,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.80→0.85,0.0,0.99204,0.0,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.80→0.90,0.0,0.884,0.0,100,500,0.01
0.7000000000000002,0.7000000000000002,0.0,0.80→0.95,0.0,0.60244,0.0,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.80→0.85,0.0,1.0,0.0,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.80→0.90,0.0,0.9222,0.0,100,500,0.01
0.7500000000000002,0.7500000000000002,0.0,0.80→0.95,0.0,0.66836,0.0,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.80→0.85,0.0,1.0,0.0,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.80→0.90,0.0,0.9298,0.0,100,500,0.01
0.8000000000000003,0.8000000000000003,0.0,0.80→0.95,0.0,0.615,0.0,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.80→0.85,0.0,1.0,0.0,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.80→0.90,0.0,1.0,0.0,100,500,0.01
0.8500000000000003,0.8500000000000003,0.0,0.80→0.95,0.0,0.57526,0.0,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.80→0.85,0.0,1.0,0.0,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.80→0.90,0.0,1.0,0.0,100,500,0.01
0.9000000000000004,0.9000000000000004,0.0,0.80→0.95,0.0,0.57874,0.0,100,500,0.01
