mu1,mu2,gap,kappa,mean_income_no_storage,mean_income_with_storage,mean_gain_income,mean_gain_pct,mean_gain_CE,share_storing,mean_s,N,R,store_threshold
0.5,0.4,0.1,0.8,0.6737737202408401,0.6735801432287952,-0.00019357701204461675,-0.00028730270449719444,-0.000521093661373988,0.05144,0.024827029597483216,100,500,0.01
0.5,0.4,0.1,0.85,0.6737737202408401,0.6771665287169912,0.0033928084761515077,0.005035531031002091,0.0037640815281617247,0.19098,0.12293369228530446,100,500,0.01
0.5,0.4,0.1,0.9,0.6737737202408401,0.6862210997443567,0.01244737950351697,0.018474124367820675,0.013275962473626217,0.4281,0.2911400627743506,100,500,0.01
0.5,0.4,0.1,0.95,0.6737737202408401,0.704512909425398,0.030739189184558216,0.04562242227780105,0.03081334234084995,0.64128,0.51301629991464,100,500,0.01
0.55,0.45000000000000007,0.1,0.8,0.646178040824158,0.6467806052535194,0.0006025644293614318,0.0009325052714449529,0.0008530615067533187,0.06,0.026461009132392282,100,500,0.01
0.55,0.45000000000000007,0.1,0.85,0.646178040824158,0.6513672850589329,0.005189244234774994,0.008030672518905812,0.006342815662821837,0.20318,0.14429669984023347,100,500,0.01
0.55,0.45000000000000007,0.1,0.9,0.646178040824158,0.6631604884932973,0.01698244766913934,0.026281375404606837,0.01825161019687112,0.436,0.33942685099436554,100,500,0.01
0.55,0.45000000000000007,0.1,0.95,0.646178040824158,0.6822928255333907,0.03611478470923255,0.05588983597015245,0.037615919443197234,0.68734,0.5465307173523092,100,500,0.01
0.6000000000000001,0.5000000000000001,0.1,0.8,0.6298548620555168,0.6299869490994783,0.00013208704396148186,0.00020971028711314405,0.00023972977488370461,0.0329,0.010846070604201365,100,500,0.01
0.6000000000000001,0.5000000000000001,0.1,0.85,0.6298548620555168,0.6318620567469525,0.0020071946914356088,0.0031867574775591772,0.0024286358590547364,0.17396,0.09397085055001454,100,500,0.01
0.6000000000000001,0.5000000000000001,0.1,0.9,0.6298548620555168,0.6389379817586098,0.00908311970309279,0.014420972592695114,0.010065626680900275,0.471,0.28372747869938647,100,500,0.01
0.6000000000000001,0.5000000000000001,0.1,0.95,0.6298548620555168,0.6555646474341971,0.02570978537868031,0.04081858683242708,0.02601701903338695,0.65982,0.5475857198488964,100,500,0.01
0.6500000000000001,0.5500000000000002,0.1,0.8,0.6078435320087527,0.6078626771086852,1.9145099932394994e-05,3.1496756853024824e-05,1.428063299585891e-05,0.02192,0.0048861602985863515,100,500,0.01
0.6500000000000001,0.5500000000000002,0.1,0.85,0.6078435320087527,0.6102034176265652,0.0023598856178123385,0.0038823899466523806,0.0026372472027813175,0.17596,0.09646324360363415,100,500,0.01
0.6500000000000001,0.5500000000000002,0.1,0.9,0.6078435320087527,0.6188749789798217,0.011031446971068842,0.018148497746771852,0.011352657416755275,0.45922,0.3231246216679492,100,500,0.01
0.6500000000000001,0.5500000000000002,0.1,0.95,0.6078435320087527,0.6351144737151523,0.02727094170639927,0.044865068509048006,0.0269343651713069,0.68138,0.5564896713769449,100,500,0.01
0.7000000000000002,0.6000000000000002,0.1,0.8,0.5911705901602037,0.5911688094218109,-1.7807383925572129e-06,-3.0122242584355073e-06,-1.425160937759129e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.7000000000000002,0.6000000000000002,0.1,0.85,0.5911705901602037,0.59186383757984,0.000693247419636237,0.0011726689912757644,0.00047309937953980084,0.16516,0.08925381273972116,100,500,0.01
0.7000000000000002,0.6000000000000002,0.1,0.9,0.5911705901602037,0.6002290830115423,0.009058492851338536,0.015322976146138149,0.009069417813523085,0.40946,0.32453120274872627,100,500,0.01
0.7000000000000002,0.6000000000000002,0.1,0.95,0.5911705901602037,0.6161896845056762,0.025019094345472496,0.04232127707613153,0.025324133517787777,0.64046,0.5572966925765689,100,500,0.01
0.7500000000000002,0.6500000000000002,0.1,0.8,0.5776792032455266,0.5776773783719412,-1.8248735853365616e-06,-3.1589740033583843e-06,-1.487298848888985e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.7500000000000002,0.6500000000000002,0.1,0.85,0.5776792032455266,0.5779349260576824,0.00025572281215584746,0.0004426726991705756,0.0002714887116467346,0.15378,0.03871339340966004,100,500,0.01
0.7500000000000002,0.6500000000000002,0.1,0.9,0.5776792032455266,0.5839508302611638,0.006271627015637153,0.010856591306024073,0.006193191613537185,0.44568,0.2916986817179399,100,500,0.01
0.7500000000000002,0.6500000000000002,0.1,0.95,0.5776792032455266,0.5987258207454236,0.02104661749989696,0.036433053815363416,0.02108221134875203,0.62058,0.5407325410084006,100,500,0.01
0.8000000000000003,0.7000000000000003,0.1,0.8,0.562172463711832,0.5621706826580697,-1.7810537623774713e-06,-3.1681625788189906e-06,-1.496644959765314e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8000000000000003,0.7000000000000003,0.1,0.85,0.562172463711832,0.5621463047250027,-2.615898682926887e-05,-4.653196041745538e-05,-3.9816772238839837e-05,0.06962,0.010424099151415199,100,500,0.01
0.8000000000000003,0.7000000000000003,0.1,0.9,0.562172463711832,0.5653383686386245,0.003165904926792523,0.0056315546049401045,0.002479336744824524,0.39328,0.2689266720246251,100,500,0.01
0.8000000000000003,0.7000000000000003,0.1,0.95,0.562172463711832,0.5804476243130906,0.01827516060125856,0.03250810343957694,0.017455286263104414,0.66554,0.5675149733618149,100,500,0.01
0.8500000000000003,0.7500000000000003,0.1,0.8,0.5460770810755616,0.5460754201037296,-1.660971832134761e-06,-3.0416435512368405e-06,-1.4291228167018223e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.8500000000000003,0.7500000000000003,0.1,0.85,0.5460770810755616,0.5460759963104652,-1.0847650964640466e-06,-1.9864688229095615e-06,-8.477484089775001e-07,0.0,1.9924439207461776e-05,100,500,0.01
0.8500000000000003,0.7500000000000003,0.1,0.9,0.5460770810755616,0.5500231340468765,0.003946052971314855,0.007226183094033948,0.0034407480991313667,0.356,0.22361718346110826,100,500,0.01
0.8500000000000003,0.7500000000000003,0.1,0.95,0.5460770810755616,0.5641847146355029,0.018107633559941206,0.033159482767969276,0.01658774485019236,0.6393,0.5573398255378865,100,500,0.01
0.9000000000000004,0.8000000000000004,0.1,0.8,0.5320022047511178,0.5320005581053491,-1.6466457687969172e-06,-3.095185986238833e-06,-1.428360870839862e-06,0.0,1.9924439207461776e-05,100,500,0.01
0.9000000000000004,0.8000000000000004,0.1,0.85,0.5320022047511178,0.5320011176803381,-1.0870707801002856e-06,-2.043357659780372e-06,-8.638338873978579e-07,0.0,1.9924439207461776e-05,100,500,0.01
0.9000000000000004,0.8000000000000004,0.1,0.9,0.5320022047511178,0.5327266188697348,0.0007244141186168629,0.0013616750309416441,0.0005921482492557739,0.46644,0.12319389468059712,100,500,0.01
0.9000000000000004,0.8000000000000004,0.1,0.95,0.5320022047511178,0.5492021684629877,0.017199963711869694,0.032330624870030154,0.014204375982278155,0.7251,0.641758523798826,100,500,0.01
