mu1,mu2,gap,kappa,mean_income_no_storage,mean_income_with_storage,mean_gain_income,mean_gain_pct,mean_gain_CE,share_storing,mean_s,N,R,store_threshold
0.5,0.09999999999999998,0.4,0.8,0.6729445324194735,0.7381225075527524,0.06517797513327897,0.09685489961385711,0.06120730756564795,0.84162,0.7054889720892529,100,500,0.01
0.5,0.09999999999999998,0.4,0.85,0.6729445324194735,0.7799495160458941,0.1070049836264204,0.15901010926047746,0.09820970564356872,0.93132,0.847381681296718,100,500,0.01
0.5,0.09999999999999998,0.4,0.9,0.6729445324194735,0.826685649056009,0.15374111663653567,0.22846031021836755,0.1402119808791645,0.98936,0.9311354005608713,100,500,0.01
0.5,0.09999999999999998,0.4,0.95,0.6729445324194735,0.8740651359980179,0.20112060357854455,0.2988665393493072,0.18393208664412097,0.99664,0.9735691645836364,100,500,0.01
0.55,0.15000000000000002,0.4,0.8,0.6514616499319889,0.7130733935506669,0.061611743618677994,0.0945746286447031,0.05925764910565217,0.80086,0.6821918063692178,100,500,0.01
0.55,0.15000000000000002,0.4,0.85,0.6514616499319889,0.7533938154518713,0.1019321655198825,0.1564668703527944,0.0948540746141699,0.9459,0.8518186104162925,100,500,0.01
0.55,0.15000000000000002,0.4,0.9,0.6514616499319889,0.7966597693027181,0.14519811937072918,0.22288053239306516,0.13391473821274583,0.986,0.9369613007029953,100,500,0.01
0.55,0.15000000000000002,0.4,0.95,0.6514616499319889,0.8418534392986213,0.1903917893666323,0.29225325755739656,0.17588231520414113,0.998,0.9789043430243981,100,500,0.01
0.6000000000000001,0.20000000000000007,0.4,0.8,0.630617804449904,0.6832538951802865,0.052636090730382806,0.08346749863209853,0.047615520986300675,0.81432,0.6688857132386076,100,500,0.01
0.6000000000000001,0.20000000000000007,0.4,0.85,0.630617804449904,0.7204279105489705,0.0898101060990668,0.14241606479421698,0.08114889362209025,0.918,0.8370038304874534,100,500,0.01
0.6000000000000001,0.20000000000000007,0.4,0.9,0.630617804449904,0.7609504707284985,0.13033266627859463,0.2066745742963582,0.11902655434224582,0.97894,0.9346167361840416,100,500,0.01
0.6000000000000001,0.20000000000000007,0.4,0.95,0.630617804449904,0.8031945573846753,0.17257675293477145,0.2736629884483498,0.15902720681153645,0.994,0.9781580063217636,100,500,0.01
0.6500000000000001,0.2500000000000001,0.4,0.8,0.6064823320979684,0.6516276405672231,0.045145308469254714,0.07443796147038906,0.04061432495239143,0.85258,0.6972592692310686,100,500,0.01
0.6500000000000001,0.2500000000000001,0.4,0.85,0.6064823320979684,0.6871678279382709,0.0806854958403025,0.13303849357170705,0.0736514402400526,0.926,0.869214077852359,100,500,0.01
0.6500000000000001,0.2500000000000001,0.4,0.9,0.6064823320979684,0.7267030109696688,0.12022067887170033,0.19822618485130447,0.11092330143382442,0.98,0.9487883946288717,100,500,0.01
0.6500000000000001,0.2500000000000001,0.4,0.95,0.6064823320979684,0.766972565453018,0.16049023335504953,0.26462474644497974,0.14948419862729323,0.992,0.9799026773131652,100,500,0.01
0.7000000000000002,0.30000000000000016,0.4,0.8,0.5932282742027768,0.6346927125828057,0.04146443838002911,0.0698962611579533,0.03826137886506706,0.79262,0.6560559187635675,100,500,0.01
0.7000000000000002,0.30000000000000016,0.4,0.85,0.5932282742027768,0.668873331078288,0.07564505687551129,0.12751424732248492,0.06999888524949936,0.90812,0.8303902728546105,100,500,0.01
0.7000000000000002,0.30000000000000016,0.4,0.9,0.5932282742027768,0.7055049424411003,0.11227666823832358,0.18926385191100314,0.10476151223527427,0.954,0.9185416058398433,100,500,0.01
0.7000000000000002,0.30000000000000016,0.4,0.95,0.5932282742027768,0.743794971086125,0.15056669688334812,0.25380903680870026,0.14142504152974034,0.98,0.9639642395979588,100,500,0.01
