"","factor","AME","SE","z","p","lower","upper"
"1","expect_3_monthsfewer_buyers",0.0562914585924849,0.0415966287049572,1.35326973230829,0.175969475061854,-0.0252364355475162,0.137819352732486
"2","expect_3_monthsmore_buyers",0.349187641361912,0.046717055038204,7.47452169397998,7.74851638384214e-14,0.257623896023257,0.440751386700568
