mu,kappa,mean_income,median_income,mean_CE,mean_RP,share_storing,mean_s
0.7500000000000002,0.75,0.5752569019798318,0.5752569019798317,0.5666102830037233,0.008646618976108314,0.0,0.0
0.7500000000000002,0.8,0.5752569019798318,0.5752569019798317,0.5666102830037233,0.008646618976108314,0.0,0.0
0.7500000000000002,0.85,0.5752569019798318,0.5752569019798317,0.5666102830037233,0.008646618976108314,0.0,0.0
0.7500000000000002,0.9,0.5755073959318419,0.5755324312362365,0.5668655676415557,0.008641828290286209,0.088,0.02676364711096987
0.7500000000000002,0.95,0.5795683543089649,0.5795578901618056,0.5707011091657603,0.008867245143204444,0.478,0.29037460172223434
0.8000000000000003,0.75,0.5627169656996289,0.562716965699629,0.5538699107400502,0.008847054959578809,0.0,0.0
0.8000000000000003,0.8,0.5627169656996289,0.562716965699629,0.5538699107400502,0.008847054959578809,0.0,0.0
0.8000000000000003,0.85,0.5627169656996289,0.562716965699629,0.5538699107400502,0.008847054959578809,0.0,0.0
0.8000000000000003,0.9,0.562585328932834,0.5626429062893418,0.5536874679799716,0.008897860952862446,0.2,0.02996065504011423
0.8000000000000003,0.95,0.5661373244399259,0.5663362489419289,0.5570679810420018,0.00906934339792398,0.41,0.25842507297850315
0.8500000000000003,0.75,0.5427983293669429,0.5427983293669428,0.5360261423794356,0.006772186987507212,0.0,0.0
0.8500000000000003,0.8,0.5427983293669429,0.5427983293669428,0.5360261423794356,0.006772186987507212,0.0,0.0
0.8500000000000003,0.85,0.5427983293669429,0.5427983293669428,0.5360261423794356,0.006772186987507212,0.0,0.0
0.8500000000000003,0.9,0.5427983293669429,0.5427983293669428,0.5360261423794356,0.006772186987507212,0.0,0.0
0.8500000000000003,0.95,0.546215126433339,0.5463899521179654,0.5386603995940432,0.007554726839295875,0.392,0.21648231542954918
0.9000000000000002,0.75,0.530326138971475,0.530326138971475,0.5232661971923788,0.007059941779096251,0.0,0.0
0.9000000000000002,0.8,0.530326138971475,0.530326138971475,0.5232661971923788,0.007059941779096251,0.0,0.0
0.9000000000000002,0.85,0.530326138971475,0.530326138971475,0.5232661971923788,0.007059941779096251,0.0,0.0
0.9000000000000002,0.9,0.530326138971475,0.530326138971475,0.5232661971923788,0.007059941779096251,0.0,0.0
0.9000000000000002,0.95,0.5306467179878903,0.5305010038547877,0.5234256114223439,0.007221106565546342,0.628,0.16493879519200358
